CUSTOMER_ID,Delivery_Desc,PIN_CODE
1138,2nd 65 India Jodhpur Ka Khema Kuwa Pno Rajasthan Swastik amrit brothers complex dhani floor gym ki opp shobhawto vihar,342008
1139,072a 348 Bulaqi Lucknow adda bhadewan sabiq,226017
1140,"DELMAA29 Dec,202107:25",122002
1141,74 Kolkata Sunflower Topsia gardens road,700016
1142,"IXCGOI18 Oct,202115:45",122002
1143,423 Bus C Kolkata Patipukur Quarter Railway Stop,700048
1144,14 393 Delhi GH14 Gh Ground New Paschim Pocket Vihar flat floor no,110087
1145,13 Cw Indore Sukhliya,452010
1146,"Nov,202117:05 SXRDEL22",122002
1147,14 5 Brodipeta Guntur,522002
1148,"CCUIXB22 Jan,202212:35",122002
1149,"Flour IN, Jharkhand, Kaushalya Ltd.1st Main Mines P.P.Compound Ranchi, Road Rungta chembers,",834001
1150,11th 1st 2 65 BANGALORE Kamakshipalya Kaveripura cross main,560079
1151,1A Apartment Bakery Bose Club Dadabhai Deshbandhupara Flat Opposite Road Satyen Siliguri Trimanjari,734001
1152,"1/9,east MADURAI, Post kalimangalam, office street,",625020
1153,21 Kali Kolkata baromant canel mandir opojit road,700053
1154,402 A Ahmedabad Chowki Gam Muktidham Nikol Police Radhabhakti Society apartment aura muktidham opp shiromani suryam,382350
1155,"Feb,202208:15 MAACCU23",122002
1156,101 B Dhanlaxmi East J Kalyan Lokgram apt kdmc near office road wad wing,421306
1157,"07, 400016, MUMBAI, Mahim Mumbai Noorani West, cadel chawl, marg, medico near no. road, room s.v.s.",400016
1158,Bengaluru Hosa L Nearby S V Venkateshvara bakrey doddamara layout raysandra road village,560100
1159,15 92 Bank Jadhavpur Jheel Kolkata Plot Road,700075
1160,9 Agro Bhubaneswar C CIE DSP Ltd No Patia Plot Pvt o,751024
1161,119 Asansol B Gorai Para Rengenia Road S,713303
1162,373 4 GURGAON arya gurgaon khandsa mandir model near road samaj town,122001
1163,272 4th 501 Apartment Bagh C Delhi Flat Floor German Lane New Royal Shaheen,110025
1164,126 2 Mecheri chamrajpet mecheri,636451
1165,Ausa Axis Bank LATUR Reliance Road digital khardekar latur nearby stop,413512
1166,25 31 Nuzvid R bus peta road stop,521201
1167,373 Alipur Delhi Kadipur Kh North Village,110036
1168,431 Bikaner Meghvalon desar ka kismi mohalla,334403
1169,1st 2 264 Maduraiveeran Malumichampatti kovil street,641050
1170,"MAABOM05 Nov,202107:00",122002
1171,Aditya Alamuru CAR DECORS Mandapeta Road SIRI college,533308
1172,"CCUMAA12 Dec,202117:45",122002
1173,607 B Block Flat Hyderabad Kokapet No Park Pipeline Road Serenity,500075
1174,1 282 House No Roorkee Saket,247667
1175,District Health Jalpaiguri Rongdhamali center more,735121
1176,Kozhikode Methalaparambath P house kommeri o,673007
1177,403 Bank Behind Flat Hyderabad India JR Qutbullahpur Residency Roads Suchitra Union Vennelagadda X of,500067
1178,1152 6 B BOKARO Bokaro CITY City NO QR SECTOR STEEL Steel,827006
1179,1 45 Branch District Ghanpur Jangaon Kondapur Office Post Station Subdistrict,506145
1180,314 Ambedkar BR District Dr Etcherla Landmark Srikakulam University anganbadi building opposite,532410
1181,134 204 Jawaharlal Nehru PONDICHERRY null street,605001
1182,176 3rd 5 8 Church Infant Jesus Near Tuticorin caldwell church colony infant jesus near street,628008
1183,5 E Kalwa RB2 Thane colony railway road station thane west,400605
1184,"384 Auto B Bank Co Near Palkar Rendal, Veershaiv op",416203
1185,Aloor Palakkad Thottupalam West Yakkara h,678001
1186,"BLRLKO11 Dec,202106:20",122002
1187,101 3 Mee Mylavaram Opp center seva sivalayam street,521230
1188,Karthika Malayinkeezhu Thiruvanthapuram malayinkeezhu o p palottuvila,695571
1189,"KQHDEL05 Nov,202116:30",122002
1190,28c Anoskha District Goa Hno Nr Restaurant Salcete South Subdistrict and bar sonfator,403718
1191,Bikaner District Taluka Village chhatargarth mahadevwali,334021
1192,1064 65 Surat anupam market surat textile,395002
1193,"Feb,202208:40 STVCCU02",122002
1194,"Feb,202208:40 STVCCU02",122002
1195,"DELSAG11 Dec,202111:45",122002
1196,01 14 Building Cityzone Complex East Infotech Janvi Lake No Opp Plaza Radheshyam Shop Singh Suraj Vasai Virar Waliv,401208
1197,101 2 3 313 5 HYDERABAD Hyderguda Mobiles attapur,500048
1198,Dukhumiyan Mancha New Rajarhat Town gopalpur latkuti purbayan,700136
1199,"- 700024, ARUN D-224 ELECTRIC GROUND KOLKATA KOLKATA, ROAD SHOP TRENCHING",700024
1200,"JDHHYD19 Nov,202113:00",122002
1201,Kozhikode Mavoor Space calicut jaferkhan kolany mall mavoor road,673004
1202,217 3 4 Beside Nellore main ramalingapuram road sachivalayam,524003
1203,1 18 196 73 Hyderabad above balaji first floor h hanumanpet malkajgiri no plot shop sweet,500047
1204,"6/1494 Mahidharpura SURAT, kansara sheri,",395003
1205,"DELLKO16 Oct,202112:20",122002
1206,Dhand Moga Old court gali garments near patti road wali,142001
1207,1 10 14 4 Eluru Jenda chettu gunbazar mahal near pension,534005
1208,Bazar Chowk Dawa Dist Jaju Near Pusad Yavatmal,445204
1209,118 1st 3 Azadgarh Firm Floor Kolkata Near Office Park Poltry Post Regent Tollygunge,700040
1210,16 237 Dr NELLORE Sunday back cardiac care center hospital market reddy s side,524001
1211,417 AG Bagh Delhi New Poorvi Shalimar,110088
1212,1 24 Andhra Andrangi D District Draksharamam East Godavari Kajuluru Mandal NO Pin Pradesh code,533262
1213,14 36 43 8 83 Balaji Boduppal Colony East Hill Hyderabad Plot no,500092
1214,106 Building G Gogol Hno L Margao,403601
1215,4 Andheri B East MUMBAI Marol apartment behind dhaba kanchan maroshi road the uttam,400059
1216,Ankit District Main New Rajkot Virpur bajar crystal guesthouse jalaram mall same,360380
1217,2nd 5 Bhaskar Flat Mumbai Pailipada Renovation Road Sion Trombay apartment floor no,400088
1218,GROUP IBIBO,122002
1219,21 8 A ASHOK AVENUE Ashok Avenue DURGAPUR Durgapur ZONE Zone,713204
1220,"MAACCU26 Nov,202118:25",122002
1221,45 Bicholim Vadawal deulwada latambarcem,403504
1222,"BLRCOK25 Dec,202119:40",122002
1223,674 Bhubaneswar Hotel Jagamara jagamara near siyaram,751030
1224,"GOIHYD13 Nov,202117:55",122002
1225,Hdfc Pune Talegaon atm bharat center chicken chowk dabhade zijamata,410506
1226,1 18 29 7 9 A Chandrayangutta H Hyderabad NO,500005
1227,10 203 Ahmedabad Sola city heights road samarth science sola,380060
1228,25 Jay New Porbandar chamunda krupa kumbharwada opp pan ram shree,360575
1229,"4-3-111, Highway JAGTIAL, Near Nizamabad Usman clinic,",505327
1230,"Dec,202106:15 LKOIXB08",122002
1231,Dehradun cantt colony dehradun garhi kandli sainik vilapsur,248003
1232,GROUP IBIBO,122002
1233,29 3 Kothuru Tadepalli Telephone Vijayawada exchange road rural vijayawada,520012
1234,25 Agra Dewari Estate H Kaulakha Marg Om Road bagichi deori kotli no,282001
1235,13 29 Hyderabad Ngos coloney g medchal,501401
1236,"CARE KUMARDANGI,, NEAR RAIGANJ, SAMSUNG",733134
1237,503 Avenue Chandan D East Mira New Thane bhayander road,401107
1238,"524, Ayyasamy Colony, KANGEYAM, Kottai Palaya Road,",638701
1239,Assotech B092 Crossing Ghaziabad Republic The nest,201016
1240,204 A Appartment Chowk District East Gandhi Milan No Phoolpada Road Room Thane Virar Wing,401305
1241,10 121 BALAJI District Godavari MANDALAM MRO OFFICE PETA RAO ROAD UNDI West,534199
1242,Aska Berhampur FLOUR LTD MILL Near PVT Pvt Road SHAKTI SIVA Shakti Siva flour ltd mill,760001
1243,220 592k Lucknow Telibagh colony defence,226025
1244,814 Bori District Dongaraali House Mora Raigarh Road Uran no,400702
1245,2 2RB 9 92 BHUBANESWAR Bhubaneswar QRS ROAD UNIT,751022
1246,Auto Bakery Breeze Coimbatore Friends Kuniamuthur Opposit carrage,641008
1247,9 DEWAS bhagat dewas electronic marg null singh star,455001
1248,Thalassery bus coffee gallery house indian mg ncn old road stand thalassery,670101
1249,405 Budruk Charholi Chinchwad Kalajewadi Life Lifeville Pimpri flat no ville,412105
1250,1st Ajay BHAWAN C CENTER Floor MICROTEK NEAR NIRANKARI O PURAN RANCHI Ranchi SERVICE VIHAR Villa,834002
1251,Dehradun Jagriti Near balawala bhartu ki puliya vihar,248001
1252,2 389 5 7 8 Hyderabad banjarahills basti devarakonda hyd no road,500034
1253,3 B H Matru Rajkot chhaya kothariya park rajkot ranuja road santosh templt,360002
1254,180 Centralpark GIDC Jignesh Pandesara Plot Surat Textiles no,394221
1255,1204 137 A Exotica Flat Fresco Noida Sector Tower,201305
1256,Park Solapur chowk hostal nehru solapur,413004
1257,Churu Dist Meharasar Rajsthan Sardarshahar Sardarshahr chachera,331403
1258,2nd Kozhikode anne arcade calicut floor hall kamala road,673002
1259,GROUP IBIBO,122002
1260,2 4 40ft 7 90 A Dairy Delhi Gali Near New Rama Road Rohini Vijay no phase sector vihar,110085
1261,At Bhagalpur Govriyan Singhpur distt po,812006
1262,302 599 6th Flat Hig Hyderabad Nilayam Phase Raaga colony kphb kukatpally no plot,500085
1263,10 39 Satara apart flat mandir mangalwar no peth satara shejari shivaaditya vishveshwar,415002
1264,16 1st Basni E Jodhpur MIA Phase,342007
1265,1 BOLPUR BandhuMahal Durga MAKRAMPUR Mandir NO WARD,731204
1266,35 4 Bs Lucknow marg nirbhaya vihar,226002
1267,304 3rd Flat Mylavaram Tiruvuru floor number prameela residency road,521230
1268,21 Dehradun Luniya luniya mohalla mohlla,248001
1269,3 560066 9th Axis Bangalore Bank Bengaluru Floor Prestige Shantiniketan Whitefield cresent shanthinkethan,560048
1270,203 B Boisar Dist Khodaram Palghar Railway Station Tal bag bld flat no palghar vidhat wing,401501
1271,"BEHAR, COOCH bus keshob mart, oposide road stan v vmart",736101
1272,1302 3 Ahuja Building Desai Marg Mumbai No Nr Prabhadevi Rajabhau SRA Tower,400025
1273,Alpha Bazar Intel Kannur South chembers office,670002
1274,Barmer Dev Gehoon Ke Mandir Paas Road Shani,344001
1275,Alandi Chawl Kadam Pune Road Sunil Vishrantwadi madale,411015
1276,124 Basirhat Po Vill basirhat college saradapally,743412
1277,1 454 AA B Dumdum Flat K Kolkata Lane Paul Quarter RBI Stuff no,700030
1278,1 54 55 86 Hafizpet Hyderabad,500049
1279,GROUP IBIBO,122002
1280,1 101 97 Academy Borivali Bungalow Computer Gorai Mumbai Opp Raj Shivshakti West,400091
1281,20 5th Hyderabad Mansoorabad Plot b cross left maim no road,500068
1282,32 Koil Mariamman Mettupalayam No Post Pudhukadai Puducherry Singri Street,605007
1283,2nd City Co Future Insurance Kozhikode Opp YMCA floor generali india kannur ltd mall road,673001
1284,10 Behind CAMP Gr No Park Rakshak SRPF Solapur road solapur vijapur,413004
1285,76 Abdasa D District Kachchh industries limited sanghi sanghipuram,370511
1286,1014 Bangalore Bengaluru bangalore furniture neelasandra,560047
1287,"HYDBOM23 Jan,202210:45",122002
1288,2 58 District H MANDAL Mendora Near Nizamabad No VILLAGE hanman temple,503219
1289,3477 C LUCKNOW Rajajipuram,226017
1290,"DELLHR03 Nov,202103:20",122002
1291,Edaikodu Melpalai Varuvilai district kanyakumari melpalai po tk veedu vilavencode,629152
1292,Rampurhat birbhum mill rampurhat rice road sarodapolly sitaram,731224
1293,2 610 Coimbatore chinniyampalayam kovil near perumal post street venkittapuram,641062
1294,Palakkad Pirayiri Santhi nivas,678004
1295,"Dec,202115:20 VNSIDR30",122002
1296,Bicholim Goa Mapusa Tivim hyudai road,403507
1297,CISF Cuttack NDRF RTC mundali,754006
1298,CISF Cuttack NDRF RTC mundali,754006
1299,105 3 COIMBATORE D Mettupalayam RG mahadavepuram null post pudur,641305
1300,180 Indara Nimbahera colony,312601
1301,24 35B Singh Valangaiman street valangaiman virupatchipuram,612804
1302,"101, AMRITSAR, Amusement Avenue, Batala City Heart House Near Number Park Road, Sun",143001
1303,"DELSTV27 Jan,202218:10",122002
1304,366 Bara Kharagpur ayma,721301
1305,"MAAIXM09 Oct,202116:50",122002
1306,"MAAIXM09 Oct,202116:50",122002
1307,16 1610 3 B Co F Housing Mumbai No Op Shriram co dongri floor ganesh goregaon housing mandir near no op society teen west,400104
1308,Kadamtala Shivmandir Siliguri bazar darjeeling gate near rail,734011
1309,Bakshi Ka Sardar Talab bncet boys college hostel ka patel talab,226201
1310,Deoli Jyoti Office Post Subdistrict Tonk colony deoli gotam near sadan seva,304804
1311,GROUP IBIBO,122002
1312,Kalluvila Kollam O P Thevalakkara kizhakekara puthen veedu,690524
1313,5 AHMEDABAD Ashram Block ashram b complex floor girish road,380009
1314,Kollam Ramnivas kizhavoor kollam mukhathala,691577
1315,A Alappuzha Charankattu Cherthala District Road S coir company ltd manufacturing pvt,688582
1316,"CCUBOM30 Nov,202105:00",122002
1317,10 90 Lingayat Sedam kodla krupa nilaya oni sagar,585222
1318,28 Alias Antony Dist Fire Garrage Khalapur MIDC Mohpada Near No P Patalganga Plot Raigad Station Tal Wasambe garage,410207
1319,18 8 Aravakurichi District Karur Subdistrict meerismailstreet pallapatti,639205
1320,"DBRCCU27 Nov,202112:55",122002
1321,A22 Ambattur Estate Industrial Nolambur Road Service Tiruvallur citilights meadows oakblock,600095
1322,1 1pindi 9652897004 Kodur Madhu by centre chicken kodur machine madhu near ph railway,516101
1323,35 6 Harbour New Thoothukkudi colony labour tuticorin,628004
1324,"CCUGOI06 Oct,202111:25",122002
1325,52 581 G Indore M ROAD UG bansi btc centar road trede,452001
1326,285 30 Basavakalyan Shapur gali,585327
1327,"DELIXA31 Oct,202108:40",122002
1328,1246 Bains H HOSHIARPUR bains bajwara colony kalan no,146023
1329,02 5 76 Arasakulam District Kanniyakumari house kalaivilai,629173
1330,1 COLLECTER COLONY Erode FLOOR GROUND MALL NEAR OFFICE PERUNTHURAI RELIANCE ROAD TEACHERS,638011
1331,Near Padmdhar Rewa colony dekha hill miss public rewa school shivdham,486001
1332,Bazar Dhaura Jaridih Makoli Niche Phusro,829114
1333,"CCJCCU18 Oct,202113:35",122002
1334,Care Kozhikode Near cafe dr laboratories reference,673008
1335,"achli batala, gali gate, i/s khilonia wali",143505
1336,"SHRIRAMPUR, dhavkhar road road,",413709
1337,Gavspura Latur Near galli juned latur masjid no8,413512
1338,Choudhari Gali Katihar Lodge MG Murphy Radio Road Tohid medical near road store,854105
1339,GROUP IBIBO,122002
1340,ATM Collector Opposit Sangareddy Sc building corporation karur office vysya,502001
1341,"BOMVNS24 Jan,202213:20",122002
1342,16 2rt HYDERABAD Panjagutta colony panjagutta,500016
1343,"140 6/a 700099..near KOLKATA, Shiv agragami club...beside mandir mandir...7596824102, mukundapur....kolkata shiv",700099
1344,Buddhawar Kurnool hospital near omni peta,518002
1345,Akshata Near Niwas Palghar Road Talavpada Tembhode college dandekar sonopant,401404
1346,"(w), , ,near g.b.road ichha niwas no.66 no.66, sai school thane tmc waghbil",400615
1347,"DBRDEL06 Jan,202213:30",122002
1348,GROUP IBIBO,122002
1349,Dakabangala Forum Kodala Lane People s,761032
1350,GROUP IBIBO,122002
1351,Raigarh Sindhi beladula colony road,496001
1352,Angadi Gokak Goudra Hospet Mobile P Ramesh galli road,591307
1353,2 4 57 Budida KOTHAGUDEM basthi gadda,507101
1354,0038 Basirhat D H M Road basirhat para saha,743411
1355,4 Amritsar chowk first floor gali market nizampuria no sarwarpura tahliwala,143006
1356,"JETPUR, jetlsar. jetpur junction. khodiyarpan,",360370
1357,"JETPUR, jetlsar. jetpur junction. khodiyarpan,",360370
1358,"IDRBOM09 Nov,202109:35",122002
1359,Amarsar Railway WANKANER station,363621
1360,Church Miryalaguda Vanheusen hospital opposite road shirisha store,508207
1361,Bokaro City Sri Steel bay chas manshan pass ram rood sales,827013
1362,GROUP IBIBO,122002
1363,Balamandiram Foundation Muvattupuzha South Warrier mazhuvannoor post,686669
1364,Antagarh Bhanupratappur Government Gulshan Hospital Hotel Near Road,494669
1365,616 Complex DN Gaudi Lucknow Madiyawn Near P16 Semra Singh,226021
1366,"GAUMAA24 Oct,202119:05",122002
1367,Kesavapuram Tenkasi paspon street,627813
1368,15 187 House Near Sambalpur colony modipara no punjabi tank water,768002
1369,14th 63 A Bengaluru cord cross mahalakshmi main of puram road west,560086
1370,", B-365 BIKANER, Colony KK Near sadan sanskar",334001
1371,", B-365 BIKANER, Colony KK Near sadan sanskar",334001
1372,5 58 B Earvadi Mahal Mill Musiri Near Pet Road S Street T Taluk Trichy district,621211
1373,Bhagat Bhagatpur Cuttack postoffice pur,754022
1374,2 20 259 7 Darwaza Fateh H Himmath Hyderabad No Pura Qazi,500065
1375,Civil Mahindra Sheohar complex court district nearby,843329
1376,Balotra Ghevar Maa aashapura bus fanta ji ka pachpadra stend studio,344022
1377,",shirpur, SHIRPUR, chowh kandil near panch pateshwar road",425405
1378,",shirpur, SHIRPUR, chowh kandil near panch pateshwar road",425405
1379,1024 Bijalpur Indore dharamshala jain near,452012
1380,Ghaziabad H40 India Mehrauli Pradesh Uttar village,201002
1381,Bhusawal India Maharashtra Tal bhusawal galli gallisakegaon palace patel vk,425201
1382,GROUP IBIBO,122002
1383,18 567 Ichalkaranji Indusrial estate,416115
1384,4 5 Mumbai Room Wadibunder central chawl colony masjid no p railway road s v,400009
1385,Motihari adda baryarpur choota hali hawae near pad,845401
1386,2201 22nd Agripada Bapurao Byculla Flat Floor Hilton Jagtap Marg Mumbai No Residency West,400011
1387,1 15 1906 B Eco Flat Greater Noida Sector Supertech Village West eco no village,201306
1388,"BLRDBR04 Jan,202212:05",122002
1389,12 Enclave H Hisar No Rajendra,125001
1390,002 08 6th Bangalore MNR airport ambedkar bangalore cross kodihalli near old paradise road school,560008
1391,"4TH AGRAHARAM AT CHURCH D-NO:26-41-104, GUNTUR, LINE LINE, OPPOSITE",522004
1392,Bardhaman District Mahalaxmi Pandabeswar Paschim Subdistrict camp,713378
1393,"CCUBBI24 Dec,202117:25",122002
1394,Ata Mahajan REWA Shukla behind chakki gaddi rewa road tola,486001
1395,1 11 District Medak Shivampet Subdistrict Thimmapur Timmapur,502290
1396,District In Rayagada Subdistrict Tikiri front liquer of shop,765015
1397,1045 Fozi Jhansi Sangam chuhraha colony near vihar,284003
1398,"DELCMB04 Dec,202122:20",122002
1399,"Oct,202115:30 PATDEL15",122002
1400,53 Chikkapura Malur govt road school village,563130
1401,107 4 Ashutosh Awas Barabanki Bhalla C Near O colony kashiram vikas,225001
1402,"Dec,202110:40 LKOIXJ29",122002
1403,America District Kodapi Prakasam building jammulapalem road,523274
1404,136 16 Rourkela Sec Sector a,769003
1405,114 District HNO India Jharkhand Mahulsai Near Pashchimi Singhbhum chaibasa cycle niwas pumple road satyapal straight towards,833201
1406,Amazon Baidaposi Rairangpur office,757043
1407,50 B BF Block CENTRAL Delhi GOBIND GURU Garden KUNJ Metro NEAR New SCHOOL SINGH Station Tagore,110027
1408,28 BABA BHARAT BOOT HOTEL HOUSE LINE MUSRIGHARARI NEAR NH Samastipur,848101
1409,2 Complex Daman Department Engineer Executive Floor I Market Moti Multi Near Office PWD Petrol Public Pump WD Work,396220
1410,Diamond Jalpa Katargam Patelwadi Road SURAT Torrent Vastadevdi opp power,395004
1411,Barwadih Pahadtalli barwadih district durjagin latehar mandir near police post station,822111
1412,Ajanta Board Edappadi Housing Poolampatti Road marketEdappadi super,637101
1413,1st 3 HIGH N ROAD S Tirunelveli building dwaraga floor office opp post,627001
1414,"BOMSHJ06 Dec,202115:10",122002
1415,Bargarh In Me bazar chowk front gourpada main mom of road suruchi,768028
1416,Kadiri Khan Road Street Yahoo fayaz valisab,515591
1417,AND CONSTRUCTIONS DESIGNS HIGH KUTTIPPALA MUKKAM PATTANIYIL ROAD SCHOOL Thazhecode,673602
1418,150 6 Kundukur Singarayakonda church near road town,523101
1419,21 Jabalpur Mandla Road,481661
1420,130 8 H Khammam Pandurangapuram Ramalayam Temple no,507002
1421,115 BARELI E Malik RAE colony mau,229001
1422,Ambey Buds Dashadron Little New Niketan Town,700136
1423,9887786912 Sujangarh Walmiki bastii lalta mandir mata sujangarh,331507
1424,Airtel District Indian Mashrakh Petrol Saran Store Subdistrict of opp pump,841417
1425,"Feb,202212:20 IDRGOI13",122002
1426,Para Rampurhat Rathtala Srifala Vill,731224
1427,", 840 Block DELHI, FIRST FLOOR J NEW Puri jahangir school",110042
1428,", 840 Block DELHI, FIRST FLOOR J NEW Puri jahangir school",110042
1429,", 840 Block DELHI, FIRST FLOOR J NEW Puri jahangir school",110042
1430,Birapratappur Dolagibinda Mahaveer dolagobinda pur sahi,752012
1431,C CHINTAMANI Malapalli O building chintamani kallahalli road shivareddy,563125
1432,6R BADLI BAHADURGARH BASANT Bahadurgarh GALI NO ROAD VIHAR,124507
1433,4 72 Hanuman Indupally Junction Pallelarmudi thambi,521105
1434,138 2 Jalandhar Urban estate phase,144001
1435,Bus ENCLAVE GULABI KALAKUNJ Kodiabail Mangaluru Ocean Pearl ROAD SHRIPAD Stop The,575003
1436,Champa Jagdalla Manka Near TEHSIL champa colony mahavidyalay public road school virat,495671
1437,12 C Enclave Ghaziabad Shahibabad Shyam UGF,201005
1438,Alappuzha Banglavuparampil District Vettiyar mankamkuzhy pallimukku po south vettiyar,690558
1439,Hanuman Jay Main Mill Niphad Road Samarth Saw house,422303
1440,14 Aalangadu Coimbatore Elachipalayam Karumathampatti NO SF Thottam,641659
1441,Chakkanthara District DreamzMedia Mudappallur Palakkad planners wedding,678706
1442,Chakkanthara District DreamzMedia Mudappallur Palakkad planners wedding,678706
1443,10 425 Arawali Bhiwadi sec10 vihar,301019
1444,", AKOLA, Akola Colony Firdous Masjid Near Numaniya",444001
1445,At Badamba Cuttack Dist Kaduapada Pin Po Ps kaduapada khuntakata,754031
1446,2 6 ARIMALAM Arimalam MELAMADAM PO Pudukkottai STREET,622201
1447,17 Mughalsarai chanduli chandulichanduli mughalsarai parshurampur siktita,232101
1448,Color Nilambur Ooty ams balloon building new nilambur road,679329
1449,377 7 A Chandigarh Sector,160019
1450,Chemmanda Porathissery Temple Thoomat house road,680711
1451,Devpura Haridwar Rishikul ayuvedic college state,249401
1452,124 4 9 Prathipadu Prattipadu,533432
1453,AGARAHARA BACK BAKERY Bengaluru GATE ITPL Itpl NEAR PATTANDURU SLV,560066
1454,7 A Tarsadi bhai bhailalpark bhialal kosamba ni tarsadi wadi,394120
1455,Arts Collage Kozhikode Meenchantha and science,673018
1456,GROUP IBIBO,122002
1457,3 381 Chandigarh Daria b gali govt near no opp railway school station village,160101
1458,3 3324 Bannimantap CV Extension Hindustan Hydraulics KVM Mysuru Road,570021
1459,"209, AJMER, behind block c cafe habibi no. plot",305003
1460,Aligarh Care Child Encalve Hospital NRI Near Rathgawan Road,202002
1461,"CCUIXC04 Dec,202113:05",122002
1462,Bhambhan Gujarat India botad enterprise kaushik road,364710
1463,", Jai PUNE, Tapkir chowk kalewadi malhar medical thergaon",411033
1464,1 6 Bengaluru C Jalahalli Kendriya West no quarters staff vidyalaya,560015
1465,Nooji Puttur Thenkila house puttur thenkila,574201
1466,31 5th At Bellary Buda Dno Opp Rayadurg bus complex no stop ward,583101
1467,15 Huzur NH7 Near Rewa Subdistrict Ward bypass new no pani ratahara tanki,486001
1468,Cherukavu Malappuram Pulikkal Thayyil house o p pulikkal,673637
1469,Madari Parangarpar Tarun dall road,735211
1470,Chathedam Panikkassery Puthenvelikkara Thuruthipuram house,680667
1471,145 B District Surat Suryadarshan city silent,394180
1472,Near Thiruvathira Thodupuzha bhavan nivas vyapara,685584
1473,B13 Fitting Flipkarad Jindal LTD MIDC Tembhurni office temburni,413211
1474,Back Hi Hyderabad Madhapur avasa city hospital hotel pace side tech,500081
1475,Akkalkuva Akkalkuwa MOTH RAJMOHI taloda,425415
1476,At Dist District Near Raigarh alibag mandir post raigad saral shankar tel to,402201
1477,Alibag Ambepur At Dist Kusumbale Post Raigad Tal Waghavira,402108
1478,"AT AURANGABAD, COURT DISTRICT FRONT GANGAPUR GANGAPUR, OF PANCHAYAT SAMITI",431109
1479,", 35, A Atladra Beside Bill Canel Having Indra Pratham Reviera, Road, Socity Temple VADODARA, Vadodara, Villa, a in",391410
1480,Abids Chirag Ganesh Hotel Hyderabad abids ali line oppo sai,500001
1481,1 Marar Railway Ranchi Road Station,829117
1482,"23,ethics Beside H.no KURNOOL, infra, office sakshi",518218
1483,517 Institute Lucknow Near No Palace Suraj balaganj chauraha chowk hous jal lucknow near nigam road silverline,226003
1484,Bahu Bus District Jhajjar jholri stand,124142
1485,00 Bandivarigudem District Godavari Ramalayam West cell near point ravi street teja,534456
1486,13 231 Chirala ramapuram resorts seabreeze,523157
1487,G Hissar P Rohtak Saraswati bypass jind road,124001
1488,Girls Government High Jari Kondalampatti Kondalampatty Salem School,636010
1489,", -2 -7 3 BHALOTIA JAMSHEDPUR, Ltd Pvt gate jmt near nom ns-35 phase safepack silicon",832109
1490,Bari Darbhanga Kathal Kathalbari diwani takiya,846004
1491,", KURUKSHETRA, chakwaliya dhaba near railway road",136135
1492,302 Building Chasma Easy Flat Gali Gumbajwali Masjid Opp Shoes Surat Walk,395003
1493,01 KATHINGRA LUCKNOW,226101
1494,"2 533440India, ANDHRA PRADESH appartmentsPeddapuram atm axis bank floor,b3 opp railway road, roadSAMALKOT, samalkot, station yeleti",533440
1495,1539 25 Chandigarh D Delhi road sec,160014
1496,Begusarai Bholu Hemra Maa Niwas auto chowk spares,851101
1497,Amancharla Jyothi PODALAKUR colony seva,524345
1498,College Dental Elambakathu Green House Kothamangalam Nellikuzhi Road Valley,686691
1499,1 378 Delhi E GREATER KAILASH M New Part block road,110048
1500,124 4 5 Barrackpore Kashmir road,700119
1501,Delight Hotal Nearby Udaipur city income office reti stand sub tax,313001
